中心词,别名,属性,属性内容
A族溶血性链球菌感染,风湿热，猩红热
, ,病情描述
 , , , ,                        鼻病毒
 , , , ,                    欧防风黄点病毒科
 , , , ,                    黄病毒科
 , , , ,                        丙型肝炎病毒
 , , , ,                        西尼罗病毒
 , , , ,                        黄热病毒
 , , , ,                        登革热病毒
 , , , ,                        乙型脑炎病毒
 , , , ,                        圣路易脑炎病毒
 , , , ,                        兹卡病毒
 , , , ,                    披膜病毒科
 , , , ,                        风疹病毒
 , , , ,                    新型冠状病毒
 , , , ,        肝炎病毒
 , , , ,            丁型肝炎病毒
 , , , ,            戊型肝炎病毒
 , , , ,            庚型肝炎病毒
 , , , ,    真菌感染
 , , , ,        曲霉菌
 , , , ,        酵母菌属
 , , , ,            热带假丝酵母菌
 , , , ,            白色假丝酵母菌
 , , , ,        念珠菌
 , , , ,            白色念珠菌
 , , , ,        粗球孢子菌
 , , , ,        荚膜组织胞浆菌
 , , , ,            美洲组织胞浆菌
 , , , ,            非洲组织胞浆菌
 , , , ,        孢子菌
 , , , ,        皮炎芽生菌
 , , , ,        副球孢子菌
 , , , ,        申克氏孢子丝菌
 , , , ,        着色真菌
 , , , ,            暗色丝孢霉菌
 , , , ,            皮肤着色芽生菌
 , , , ,        隐球菌
 , , , ,            新型隐球菌
 , , , ,        接合菌纲
 , , , ,            毛霉目
 , , , ,                毛霉菌
 , , , ,            虫霉目
 , , , ,                冠状虫霉
 , , , ,                蛙粪霉菌
 , , , ,        洛博芽生菌
 , , , ,        鼻孢子菌
 , , , ,        波氏假霉样真菌
 , , , ,        念珠地丝菌
 , , , ,        青霉菌
 , , , ,            马尔尼菲青霉菌
 , , , ,        伊蒙菌
 , , , ,    螺旋体感染
 , , , ,        梅毒螺旋体
 , , , ,        雅司螺旋体
 , , , ,        品他密螺旋体
 , , , ,    支原体感染
 , , , ,        肺炎支原体
 , , , ,    衣原体感染
 , , , ,        鹦鹉热衣原体
 , , , ,        附红细胞体
 , , , ,        沙眼衣原体
 , , , ,        牛衣原体
 , , , ,    立克次体感染
 , , , ,        嗜吞噬细胞无形体
 , , , ,    原虫感染
 , , , ,        鞭毛虫
 , , , ,            美洲锥虫
 , , , ,            滴虫
 , , , ,            非洲锥虫
 , , , ,            蓝氏贾第鞭毛虫
 , , , ,            利什曼原虫
 , , , ,        阿米巴
 , , , ,            棘阿米巴
 , , , ,        孢子虫
 , , , ,            肉孢子虫
 , , , ,            弓形虫
 , , , ,            疟原虫
 , , , ,            梨浆虫亚纲
 , , , ,                巴贝虫原虫
 , , , ,            卡氏肺孢子虫
 , , , ,            微小隐孢子虫
 , , , ,        纤毛虫
 , , , ,            结肠小袋纤毛虫
 , , , ,    蠕虫感染
 , , , ,        扁形动物门
 , , , ,            血吸虫
 , , , ,            绦虫纲
 , , , ,        线形动物门
 , , , ,            旋毛虫
 , , , ,            丝虫
 , , , ,            麦地那龙线虫
 , , , ,            钩虫
 , , , ,        棘头动物门
 , , , ,    其他病原
 , , , ,        节肢动物
 , , , ,        朊病毒
 , , , ,感染病情
 , , , ,    炎症
 , , , ,    菌血症
 , , , ,    软组织感染
 , , , ,        蜂窝织炎
 , , , ,        炎性包块
 , , , ,    化脓性
 , , , ,        脓肿
 , , , ,    感染病程
 , , , ,        复发
 , , , ,        再染
 , , , ,        恢复期
 , , , ,        带菌
 , , , ,        潜伏期
 , , , ,        接触暴露
 , , , ,    毒血症
, ,病情描述
, , ,并发症
 , , , ,疹病
, ,病情轻重
 , , ,病情轻重
 , , , ,轻
 , , , ,中
 , , , ,重
口腔异物,口腔异物
, ,病情描述
, , ,病情
口腔粘膜溃疡,口腔溃疡，口腔黏膜溃疡
, ,病情描述
, , ,病情
 , , , ,结核性口腔溃疡
 , , , ,阿弗他溃疡
 , , , ,    贝德纳尔阿弗他溃疡
 , , , ,    复发性阿弗他溃疡
 , , , ,    轻型阿弗他溃疡
 , , , ,    复发性坏死性黏膜腺周炎
 , , , ,创伤性
, ,部位
 , , ,口腔
 , , , ,唇
 , , , ,    上唇
 , , , ,    下唇
 , , , ,    其他唇描述
 , , , ,        口红区
 , , , ,            唇红缘
 , , , ,        口腔面
 , , , ,            唇系带
 , , , ,            颊侧面
 , , , ,        唇沟
 , , , ,        唇连合
 , , , ,舌
 , , , ,    其他舌描述
 , , , ,        舌后三分之一
 , , , ,        舌前三分之二
 , , , ,        舌中三分之一
 , , , ,    舌系带
 , , , ,    舌苔
 , , , ,    舌根
 , , , ,    舌腹面
 , , , ,    舌背面
 , , , ,    舌尖
 , , , ,    舌缘
 , , , ,    舌扁桃体
 , , , ,牙
 , , , ,    乳牙
 , , , ,        乳中切牙
 , , , ,        乳侧切牙
 , , , ,        乳，尖牙
 , , , ,        第1乳磨牙
 , , , ,        第2乳磨牙
 , , , ,    恒牙
 , , , ,        中切牙
 , , , ,        侧切牙
 , , , ,        尖牙
 , , , ,        第1前磨牙
 , , , ,        第2前磨牙
 , , , ,        第1磨牙
 , , , ,        第2磨牙
 , , , ,        第3磨牙
 , , , ,    牙周
 , , , ,        牙龈
 , , , ,    牙髓
 , , , ,腭
 , , , ,    上颚
 , , , ,    下颚
 , , , ,    腭骨
 , , , ,    软腭
 , , , ,    硬腭
 , , , ,    腭垂
 , , , ,唾液腺
 , , , ,    腮腺
 , , , ,        副腮腺
 , , , ,    颌下腺
 , , , ,    舌下腺
 , , , ,颌部
 , , , ,    翼腭窝
 , , , ,    颌骨
 , , , ,        下颌骨
 , , , ,            髁突
 , , , ,            喙突
 , , , ,            升支
 , , , ,            下颌角
 , , , ,            下颌体
 , , , ,            颏
 , , , ,            牙槽突
 , , , ,            冠突
 , , , ,        上颌骨
 , , , ,    颞下颌关节
 , , , ,    颞下窝
 , , , ,    颌下
 , , , ,    颏下
 , , , ,其他口腔
 , , , ,    颊部
 , , , ,    口底
 , , , ,    口腔粘膜
口咽念珠菌感染,鹅口疮，雪口病，口腔真菌感染
, ,病情描述
, , ,年龄
 , , , ,新生儿
, ,病情描述
, , ,病情
 , , , ,咽念珠菌感染
 , , , ,念珠菌性口角炎
髋关节畸形,髋关节畸形
, ,先天后天
 , , ,先天后天
 , , , ,先天性
 , , , ,后天性
, ,左右
 , , ,左右双单
 , , , ,左侧
 , , , ,右侧
 , , , ,双侧
 , , , ,单侧
, ,病情描述
, , ,病情
 , , , ,髋关节变形
 , , , ,扁平髋
 , , , ,髋关节外展挛缩
 , , , ,髋臼前突
 , , , ,髋外翻
 , , , ,髋内翻
 , , , ,髋关节发育不良
 , , , ,    髋臼发育不良
 , , , ,幼年骨软骨病性
 , , , ,髋关节内陷
髋关节脱位,髋关节脱位
, ,病程
 , , ,病程
 , , , ,急性
 , , , ,慢性
 , , , ,其他病程描述
 , , , ,    陈旧性
 , , , ,        后遗症
 , , , ,    慢性病程急性发作
 , , , ,    急性转慢性
 , , , ,    恢复期
 , , , ,    复发
 , , , ,    亚急性
, ,关节脱位
 , , ,关节脱位
 , , , ,半脱位
 , , , ,自发性
 , , , ,病理性
, ,病情描述
, , ,病情
 , , , ,髋臼脱位
 , , , ,后脱位
 , , , ,前脱位
, ,左右
 , , ,左右双单
 , , , ,左侧
 , , , ,右侧
 , , , ,双侧
 , , , ,单侧
, ,先天后天
 , , ,先天后天
 , , , ,先天性
 , , , ,后天性
, ,外伤性质
 , , ,外伤性质
 , , , ,闭合性
 , , , ,开放性
 , , , ,多发性
 , , , ,陈旧性
 , , , ,    后遗症
髋内翻,髋内翻
, ,病情描述
, , ,病情
, ,先天后天
 , , ,先天后天
 , , , ,先天性
 , , , ,后天性
, ,左右
 , , ,左右双单
 , , , ,左侧
 , , , ,右侧
 , , , ,双侧
 , , , ,单侧
髋外翻,髋外翻
, ,病情描述
, , ,病情
, ,先天后天
 , , ,先天后天
 , , , ,先天性
 , , , ,后天性
, ,左右
 , , ,左右双单
 , , , ,左侧
 , , , ,右侧
 , , , ,双侧
 , , , ,单侧
狂犬病毒感染,狂犬病
, ,病情描述
, , ,病情
 , , , ,森林狂犬病
 , , , ,城市狂犬病
, ,感染病程
 , , ,感染病程
 , , , ,复发
 , , , ,再染
 , , , ,恢复期
 , , , ,带菌
 , , , ,潜伏期
 , , , ,接触暴露
溃疡性结肠炎,溃疡性结肠炎，溃疡性直肠炎
, ,病情轻重
 , , ,病情轻重
 , , , ,轻
 , , , ,中
 , , , ,重
, ,病程
 , , ,病程
 , , , ,急性
 , , , ,慢性
 , , , ,其他病程描述
 , , , ,    陈旧性
 , , , ,        后遗症
 , , , ,    慢性病程急性发作
 , , , ,    急性转慢性
 , , , ,    恢复期
 , , , ,    复发
 , , , ,    亚急性
, ,病情描述
, , ,病情
 , , , ,活动期
 , , , ,稳定期
 , , , ,缓解期
 , , , ,出血
 , , , ,全结肠炎
, ,部位
 , , ,肠道
 , , , ,小肠
 , , , ,    十二指肠
 , , , ,        十二指肠乳头
 , , , ,        十二指肠球部
 , , , ,        十二指肠降部
 , , , ,    空肠
 , , , ,    回肠
 , , , ,回盲部/阑尾
 , , , ,    回盲瓣
 , , , ,    阑尾
 , , , ,结肠
 , , , ,    升结肠
 , , , ,    结肠肝曲
 , , , ,    横结肠
 , , , ,    结肠脾曲
 , , , ,    降结肠
 , , , ,    乙状结肠
 , , , ,    盲肠
 , , , ,直肠/肛门
 , , , ,    直肠
 , , , ,    肛门
 , , , ,        肛周间隙
 , , , ,        肛门括约肌
 , , , ,    肛管
阑尾感染性疾病,阑尾炎，盲肠炎，阑尾脓肿，急性阑尾炎，慢性阑尾炎，阑尾周围炎及阑尾周围脓肿，阑尾残端炎，急性坏疽性阑尾炎，急性化脓性阑尾炎
, ,病情描述
, , ,年龄
 , , , ,新生儿
 , , , ,婴幼儿
 , , , ,老年
, ,病情描述
, , ,病程
 , , , ,复发性
 , , , ,急性
 , , , ,    化脓性
 , , , ,    坏疽性
 , , , ,    单纯性
 , , , ,慢性
 , , , ,慢性病程急性发作
 , , , ,亚急性
, ,病情描述
, , ,病情
 , , , ,阑尾结核
 , , , ,阿米巴性
 , , , ,阑尾穿孔
 , , , ,阑尾残端炎
, ,病情描述
, , ,并发症
 , , , ,阑尾周围炎
 , , , ,伤口感染
 , , , ,腹膜炎
 , , , ,    局限性腹膜炎
 , , , ,    弥漫性腹膜炎
 , , , ,门静脉炎
 , , , ,阑尾周围脓肿
 , , , ,腹腔脓肿
 , , , ,脓肿
, ,病情描述
, , ,合并症
 , , , ,妊娠
 , , , ,肥胖
 , , , ,糖尿病
, ,病情描述
, , ,异位阑尾
 , , , ,左位阑尾
 , , , ,高位阑尾
 , , , ,低位阑尾
 , , , ,疝内阑尾
 , , , ,腹膜外阑尾
 , , , ,壁内阑尾
 , , , ,腔内阑尾
 , , , ,错位阑尾
酪氨酸代谢障碍性白化病,白化病
, ,病情描述
, , ,病情
 , , , ,切迪阿克-施泰因布林克-东综合征
 , , , ,克罗斯综合征
 , , , ,赫日曼斯基-普德拉克综合征
 , , , ,瓦登伯格综合征
, ,病情描述
, , ,部位
 , , , ,眼
酪氨酸代谢障碍性疾病,酪氨酸代谢障碍性疾病
, ,病情描述
, , ,年龄
 , , , ,新生儿
, ,病情描述
, , ,病情
 , , , ,高酪氨酸血症
 , , , ,褐黄病
 , , , ,黑尿症
肋骨骨折,肋骨骨折
, ,病情描述
, , ,病情
, ,左右
 , , ,左右双单
 , , , ,左侧
 , , , ,右侧
 , , , ,双侧
 , , , ,单侧
, ,部位
 , , ,肋骨
 , , , ,肋骨序列
 , , , ,    第12肋骨
 , , , ,    第1肋
 , , , ,    第2肋
 , , , ,    第3肋
 , , , ,    第4肋
 , , , ,    第5肋
 , , , ,    第6肋
 , , , ,    第7肋
 , , , ,    第8肋
 , , , ,    第9肋
 , , , ,    第10肋
 , , , ,    第11肋
 , , , ,其他肋骨
 , , , ,    肋骨小头
 , , , ,    肋软骨
 , , , ,    肋间动脉
 , , , ,    肋间神经
 , , , ,    季肋
 , , , ,    胁腹
, ,病因
 , , ,骨折
 , , , ,骨折类型
 , , , ,    线性
 , , , ,    螺旋形
 , , , ,    粉碎性
 , , , ,    青枝性
 , , , ,    嵌插性
 , , , ,    压缩性
 , , , ,    多发性
 , , , ,    关节内骨折
 , , , ,    撕脱性
 , , , ,    疲劳性
 , , , ,    骨骺分离
 , , , ,    骨裂
 , , , ,    自发性
 , , , ,    开放性
 , , , ,    闭合性
 , , , ,    应力性
 , , , ,骨折病情
 , , , ,    骨折不连接
 , , , ,    病理性
 , , , ,    陈旧性
 , , , ,    骨折连接不正
 , , , ,    延迟愈合
 , , , ,    骨折畸形愈合
肋软骨炎,肋软骨炎，costal chondritis，Tieze病，Tieze综合征
, ,病情描述
, , ,病情
 , , , ,肋软骨痛
泪道狭窄性疾病,泪管狭窄，泪道梗阻，泪道闭锁
, ,左右
 , , ,左右双单
 , , , ,左侧
 , , , ,右侧
 , , , ,双侧
 , , , ,单侧
, ,先天后天
 , , ,先天后天
 , , , ,先天性
 , , , ,后天性
, ,病情描述
, , ,病情
 , , , ,鼻泪管狭窄
 , , , ,    鼻泪管闭锁
 , , , ,    泪小点狭窄
 , , , ,泪道阻塞
 , , , ,泪道狭窄和关闭不全
 , , , ,泪道关闭不全
 , , , ,泪点外翻
 , , , ,泪石
 , , , ,泪小管断裂
泪器肿物,泪器肿物
, ,病情描述
, , ,病情
 , , , ,泪腺腺样囊性癌
 , , , ,泪腺多形性腺瘤
 , , , ,慢性泪腺肥大
, ,左右
 , , ,左右双单
 , , , ,左侧
 , , , ,右侧
 , , , ,双侧
 , , , ,单侧
, ,部位
 , , ,泪器
 , , , ,泪囊
 , , , ,泪小管
 , , , ,泪腺
 , , , ,鼻泪管
, ,病因
 , , ,新生物/肿物
 , , , ,交界性病变
 , , , ,恶性肿瘤
 , , , ,    癌
 , , , ,        鳞癌
 , , , ,            高分化鳞癌
 , , , ,            中分化鳞癌
 , , , ,            低分化鳞癌
 , , , ,        腺癌
 , , , ,            高分化腺癌
 , , , ,            中分化腺癌
 , , , ,            低分化腺癌
 , , , ,        未分化癌
 , , , ,        其他癌
 , , , ,            腺鳞癌
 , , , ,        原位癌
 , , , ,    肉瘤
 , , , ,良性肿物
 , , , ,    息肉
 , , , ,    炎性假瘤
 , , , ,    平滑肌瘤
 , , , ,    纤维瘤
 , , , ,        神经纤维瘤
 , , , ,    腺瘤
 , , , ,        乳头状腺瘤
 , , , ,    脂肪瘤
 , , , ,    囊肿
 , , , ,    血管瘤
 , , , ,        海绵状血管瘤
 , , , ,        毛细血管性血管瘤
 , , , ,    错构瘤
 , , , ,转移性肿瘤
 , , , ,质地
 , , , ,    囊性肿物
 , , , ,    实性肿物
 , , , ,    囊实性肿物
泪液过多,泪液过多
, ,病情描述
, , ,病情
 , , , ,溢泪
类风湿性疾病,类风湿性疾病，类风湿性肺病，类风湿性脉管炎，类风湿性滑囊炎，类风湿性结节
, ,病情描述
, , ,病情
 , , , ,类风湿性肺病
 , , , ,类风湿性脉管炎
 , , , ,类风湿性血管炎
 , , , ,类风湿性心肌病
 , , , ,类风湿性多神经病
 , , , ,类风湿性心包炎
 , , , ,类风湿性心炎
 , , , ,类风湿性心内膜炎
 , , , ,类风湿性心肌炎
 , , , ,类风湿性滑囊炎
 , , , ,类风湿性结节
 , , , ,类风湿性斜颈
囊性纤维病,囊性纤维性变
, ,病情描述
, , ,病情
李斯特菌感染,李斯特菌感染
, ,病情描述
, , ,病情
立克次体感染斑疹伤寒,斑疹伤寒
, ,病情描述
, , ,病情
, , ,流行性
, , ,地方性
, , ,轻型
, , ,重型
, , ,复发型
, , ,典型
, , ,南欧斑疹热
, , ,丛林斑疹伤寒
, , ,程度
, , ,再燃性
白细胞缺乏,白细胞减少，粒细胞缺乏，粒缺
, ,病情描述
, , ,年龄
 , , , ,新生儿
, ,病情描述
, , ,病情
 , , , ,粒细胞缺乏
 , , , ,    婴儿遗传性粒细胞缺乏
 , , , ,    中性粒细胞减少症
 , , , ,        周期性中性粒细胞减少症
 , , , ,        急性粒细胞缺乏症
 , , , ,        药物性中性粒细胞减少症
 , , , ,            化疗后粒细胞缺乏
 , , , ,        脾性中性粒细胞减少症
 , , , ,        先天性中性粒细胞减少症
淋巴管损伤,淋巴管损伤
, ,病情描述
, , ,病情
, ,病因
 , , ,外来伤害
 , , , ,物理性伤害
 , , , ,    锐性伤害
 , , , ,        切割伤
 , , , ,        刺伤
 , , , ,        咬伤
 , , , ,        刀伤
 , , , ,        撕脱伤
 , , , ,            脱套伤
 , , , ,        裂伤
 , , , ,        离断
 , , , ,            部分离断
 , , , ,            完全离断
 , , , ,    钝性伤害
 , , , ,        浅表损伤
 , , , ,            软组织损伤
 , , , ,        碾挫伤
 , , , ,        挫伤
 , , , ,        挫裂伤
 , , , ,        摔伤/坠落伤
 , , , ,        砸伤/棍击伤
 , , , ,        震荡伤
 , , , ,        挤压伤
 , , , ,            热挤压伤
 , , , ,        劳损
 , , , ,        扭伤
 , , , ,        擦伤
 , , , ,其他外伤
 , , , ,    减速伤
 , , , ,        挥鞭伤
 , , , ,    爆震伤
 , , , ,    火器伤
 , , , ,    减压伤
 , , , ,    车祸伤
 , , , ,    电击伤
 , , , ,        雷击伤
 , , , ,    辐射伤
 , , , ,    溺水
 , , , ,    创伤性
 , , , ,    穿通伤
 , , , ,伤口类型
 , , , ,    多发伤
 , , , ,    闭合性
 , , , ,    开放性
 , , , ,    清洁性
 , , , ,    污染性
 , , , ,    陈旧性
 , , , ,    全身性
 , , , ,烧伤
 , , , ,    腐蚀伤
 , , , ,        性质
 , , , ,            酸性烧伤
 , , , ,                硫酸化学伤
 , , , ,                亚硝酸化学伤
 , , , ,                盐酸化学伤
 , , , ,                酸性物质化学伤
 , , , ,            碱性烧伤
 , , , ,                氢氧化钠化学伤
 , , , ,                氢氧化钾化学伤
 , , , ,        程度
 , , , ,            一度
 , , , ,            二度
 , , , ,            三度
 , , , ,    烫伤
 , , , ,中毒
 , , , ,    药物中毒
 , , , ,    生物中毒
 , , , ,        动物中毒
 , , , ,            虫咬伤
 , , , ,            蛇咬伤
 , , , ,        植物中毒
 , , , ,        其他生物中毒
 , , , ,    重金属中毒
 , , , ,    有机溶剂中毒
 , , , ,冻伤
 , , , ,    一度冻伤
 , , , ,    二度冻伤
 , , , ,    三度冻伤
 , , , ,    四度冻伤
 , , , ,    职业性冻伤
 , , , ,    局部冻伤
 , , , ,冷伤
 , , , ,    全身冷伤
淋巴管肿物,淋巴管肿物
, ,病情描述
, , ,病情
, ,病因
 , , ,新生物/肿物
 , , , ,交界性病变
 , , , ,恶性肿瘤
 , , , ,    癌
 , , , ,        鳞癌
 , , , ,            高分化鳞癌
 , , , ,            中分化鳞癌
 , , , ,            低分化鳞癌
 , , , ,        腺癌
 , , , ,            高分化腺癌
 , , , ,            中分化腺癌
 , , , ,            低分化腺癌
 , , , ,        未分化癌
 , , , ,        其他癌
 , , , ,            腺鳞癌
 , , , ,        原位癌
 , , , ,    肉瘤
 , , , ,良性肿物
 , , , ,    息肉
 , , , ,    炎性假瘤
 , , , ,    平滑肌瘤
 , , , ,    纤维瘤
 , , , ,        神经纤维瘤
 , , , ,    腺瘤
 , , , ,        乳头状腺瘤
 , , , ,    脂肪瘤
 , , , ,    囊肿
 , , , ,    血管瘤
 , , , ,        海绵状血管瘤
 , , , ,        毛细血管性血管瘤
 , , , ,    错构瘤
 , , , ,转移性肿瘤
 , , , ,质地
 , , , ,    囊性肿物
 , , , ,    实性肿物
 , , , ,    囊实性肿物
淋巴结炎,淋巴结炎，坏死性淋巴结炎
, ,病情描述
, , ,病情
 , , , ,化脓性
 , , , ,坏死性
 , , , ,皮肤病性
 , , , ,亚急性
 , , , ,组织细胞坏死性
 , , , ,反应性
 , , , ,肉芽肿性
 , , , ,分枝杆菌感染
 , , , ,非特异性
 , , , ,    非特异性肠系膜淋巴结炎
, ,病程
 , , ,病程
 , , , ,急性
 , , , ,慢性
 , , , ,其他病程描述
 , , , ,    陈旧性
 , , , ,        后遗症
 , , , ,    慢性病程急性发作
 , , , ,    急性转慢性
 , , , ,    恢复期
 , , , ,    复发
 , , , ,    亚急性
, ,左右
 , , ,左右双单
 , , , ,左侧
 , , , ,右侧
 , , , ,双侧
 , , , ,单侧
, ,部位
 , , ,区域淋巴
 , , , ,胸部淋巴分组
 , , , ,    上纵隔
 , , , ,        最上纵隔
 , , , ,        上气管旁
 , , , ,        气管前后
 , , , ,            气管前
 , , , ,            气管后
 , , , ,        下气管旁
 , , , ,    主动脉
 , , , ,        主动脉下
 , , , ,        主动脉旁
 , , , ,    下纵隔
 , , , ,        隆突下
 , , , ,        食管旁
 , , , ,        下肺韧带
 , , , ,    肺门及支气管
 , , , ,        肺门
 , , , ,        叶间
 , , , ,        叶
 , , , ,        段
 , , , ,        亚段
 , , , ,胃淋巴分组
 , , , ,    贲门右
 , , , ,    贲门左
 , , , ,    胃小弯
 , , , ,    胃大弯
 , , , ,    幽门上
 , , , ,    幽门下
 , , , ,    胃左动脉旁
 , , , ,    肝总动脉旁
 , , , ,    腹腔动脉旁
 , , , ,    脾门
 , , , ,    脾动脉旁
 , , , ,    肝十二指肠韧带
 , , , ,    胰头后
 , , , ,    肠系膜根部
 , , , ,    结肠中动脉旁
 , , , ,    腹主动脉旁
 , , , ,    胰前
 , , , ,    胰下
 , , , ,    膈肌下
 , , , ,    食道裂孔部
 , , , ,    下段食管旁
 , , , ,    膈肌
 , , , ,淋巴结
 , , , ,    盆腔
 , , , ,    腋窝
 , , , ,    腹股沟
 , , , ,    纵隔
 , , , ,    肝门淋巴结
 , , , ,    腹膜后
 , , , ,    肠系膜
 , , , ,    舌淋巴结
 , , , ,    鼻咽淋巴结
 , , , ,头颈部淋巴结
 , , , ,    锁骨上窝
 , , , ,    颈部
 , , , ,    腮腺
 , , , ,    颌下
 , , , ,    颏下
, ,躯体
 , , ,通用部位
 , , , ,纵隔
 , , , ,头面部
 , , , ,    面部
 , , , ,        颞部
 , , , ,        额部
 , , , ,        颊部
 , , , ,        颧部
 , , , ,    口腔
 , , , ,        唇
 , , , ,    耳部
 , , , ,    头皮
 , , , ,    颌下
 , , , ,颈部
 , , , ,躯干
 , , , ,    胸部
 , , , ,        胸腔
 , , , ,        胸壁
 , , , ,            胸前壁
 , , , ,                胸骨前区
 , , , ,            胸后壁
 , , , ,    肩部
 , , , ,        腋窝
 , , , ,    背部
 , , , ,        肩胛间区
 , , , ,        肩胛区
 , , , ,    腹部
 , , , ,        腹股沟
 , , , ,        腹壁
 , , , ,        腹腔
 , , , ,            膈下
 , , , ,            盆腔
 , , , ,                直肠阴道隔
 , , , ,                坐骨直肠窝
 , , , ,                直肠膀胱隔
 , , , ,                直肠子宫陷凹
 , , , ,            骶前
 , , , ,        脐部
 , , , ,        腹膜后
 , , , ,    腰部
 , , , ,    髋部
 , , , ,    会阴部
 , , , ,        骶尾部
 , , , ,        臀部
 , , , ,        肛周
 , , , ,        外生殖器
 , , , ,        外阴
 , , , ,        阴唇
 , , , ,    骨盆
 , , , ,四肢
 , , , ,    上肢
 , , , ,        上臂
 , , , ,        前臂
 , , , ,        手
 , , , ,            肘
 , , , ,            腕
 , , , ,            手
 , , , ,                指甲
 , , , ,                手背
 , , , ,                手掌
 , , , ,                手指
 , , , ,                    拇指
 , , , ,                    食指
 , , , ,                    中指
 , , , ,                    无名指
 , , , ,                    小指
 , , , ,    下肢
 , , , ,        髋部
 , , , ,        股部
 , , , ,        大腿
 , , , ,        小腿
 , , , ,        膝部
 , , , ,            腘窝
 , , , ,        足
 , , , ,            踝
 , , , ,            足
 , , , ,                足趾
 , , , ,                    拇趾
 , , , ,                    第2足趾
 , , , ,                    第3足趾
 , , , ,                    第4足趾
 , , , ,                    第5足趾
 , , , ,            足弓
 , , , ,            脚掌
 , , , ,            趾甲
 , , , ,            足跟
 , , , ,            足背
 , , , ,        腓部
 , , , ,        胫部
淋巴水肿,淋巴水肿，象皮肿
, ,左右
 , , ,左右双单
 , , , ,左侧
 , , , ,右侧
 , , , ,双侧
 , , , ,单侧
, ,原发继发
 , , ,原发继发
 , , , ,原发性
 , , , ,继发性
, ,躯体
 , , ,躯干
 , , , ,胸部
 , , , ,    胸腔
 , , , ,    胸壁
 , , , ,        胸前壁
 , , , ,            胸骨前区
 , , , ,        胸后壁
 , , , ,肩部
 , , , ,    腋窝
 , , , ,背部
 , , , ,    肩胛间区
 , , , ,    肩胛区
 , , , ,腹部
 , , , ,    腹股沟
 , , , ,    腹壁
 , , , ,    腹腔
 , , , ,        膈下
 , , , ,        盆腔
 , , , ,            直肠阴道隔
 , , , ,            坐骨直肠窝
 , , , ,            直肠膀胱隔
 , , , ,            直肠子宫陷凹
 , , , ,        骶前
 , , , ,    脐部
 , , , ,    腹膜后
 , , , ,腰部
 , , , ,髋部
 , , , ,会阴部
 , , , ,    骶尾部
 , , , ,    臀部
 , , , ,    肛周
 , , , ,    外生殖器
 , , , ,    外阴
 , , , ,    阴唇
 , , , ,骨盆
, ,病情描述
, , ,病情
 , , , ,术后
 , , , ,象皮肿
 , , , ,    非丝虫性象皮病
 , , , ,遗传性
, ,先天后天
 , , ,先天后天
 , , , ,先天性
 , , , ,后天性
淋巴系统恶性肿瘤,淋巴瘤
, ,病情描述
, , ,病理
 , , , ,霍奇金
 , , , ,    经典型
 , , , ,        淋巴细胞为主型
 , , , ,        结节硬化型
 , , , ,        混合细胞型
 , , , ,        淋巴细胞消减型
 , , , ,    结节性
 , , , ,        结节性富含淋巴细胞型
 , , , ,非霍奇金
 , , , ,    成熟B细胞
 , , , ,        弥漫大B细胞
 , , , ,            弥漫性大B细胞淋巴瘤，非特指性
 , , , ,            原发性中枢神经系统DLBCL
 , , , ,            原发性皮肤DLBCL
 , , , ,            EBV阳性DLBCL
 , , , ,                EBV阳性皮肤粘膜溃疡
 , , , ,            慢性炎症相关DLBCL
 , , , ,            原发性纵隔大B细胞淋巴瘤
 , , , ,            血管内大B细胞淋巴瘤
 , , , ,            ALK阳性大B细胞淋巴瘤
 , , , ,            浆母细胞性淋巴瘤
 , , , ,            原发性渗出性淋巴瘤
 , , , ,            HHV8阳性DLBCL，NOS
 , , , ,        高级别B细胞
 , , , ,        套细胞
 , , , ,            原位套细胞
 , , , ,        滤泡性
 , , , ,            儿童滤泡性
 , , , ,            原位滤泡性
 , , , ,            十二指肠型滤泡性
 , , , ,        边缘带
 , , , ,            脾边缘带淋巴瘤
 , , , ,            结内边缘带淋巴瘤
 , , , ,                儿童结内边缘带淋巴瘤
 , , , ,            单克隆免疫球蛋白沉积病粘膜相关组织结外边缘带淋巴瘤(MALT淋巴瘤)
 , , , ,                胃MALT淋巴瘤
 , , , ,                非胃MALT淋巴瘤
 , , , ,        慢性淋巴细胞白血病/小淋巴细胞淋巴瘤(CLL/SLL)
 , , , ,        其他WHO分类
 , , , ,            B细胞幼淋巴细胞性白血病/B幼淋细胞白血病（B-PLL）
 , , , ,            脾B细胞边缘区淋巴瘤/脾脏边缘带淋巴瘤（SMZL）
 , , , ,            毛细胞白血病
 , , , ,            脾B细胞淋巴瘤，不能分类
 , , , ,                脾弥漫性红髓小B细胞淋巴瘤
 , , , ,                变异型毛细胞白血病(HCLv)
 , , , ,            淋巴浆细胞性淋巴瘤
 , , , ,                Waldenstrom巨球蛋白血症
 , , , ,            原发性皮肤滤泡中心淋巴瘤
 , , , ,            T细胞丰富的大B细胞淋巴瘤
 , , , ,            淋巴瘤样肉芽肿病
 , , , ,            起自HHV8相关多中心性Castleman病的大B细胞淋巴瘤
 , , , ,            Burkitt淋巴瘤
 , , , ,            B细胞淋巴瘤，不能分类，具有DLBCL和经典型霍奇金淋巴瘤中间特点
 , , , ,            淋巴瘤样丘疹病
 , , , ,            单克隆B细胞增多症(MBL)
