术语中心词	知识量	状态	责任人
硫酸钠	0		
比沙可啶	0		
蓖麻油	0		
车前草	0		
番泻	0		
酚酞	0		
甘油	0		
拉克替醇	0		
乳果糖	0		
戈舍瑞林	0		
亮丙瑞林	0		
比卡鲁胺	0		
非那雄胺	0		
氟他胺	0		
依立雄胺	0		
佐米曲普坦	0		
罂粟碱	0		
奥扎格雷	0		
加兰他敏	0		
石杉碱甲	0		
埃索美拉唑	0		
奥美拉唑	0		
兰索拉唑	0		
雷贝拉唑	0		
泮托拉唑	0		
丙谷胺	0		
哌仑西平	0		
泮托拉唑	0		
氢氧化铝 	0		
阿仑膦酸	0		
利塞膦酸	0		
氯屈膦酸二钠	0		
帕米膦酸二钠	0		
羟乙膦酸	0		
一氟磷酸二钠	0		
伊班膦酸钠	0		
依替膦酸	0		
唑来膦酸	0		
阿昔莫司	0		
碘海醇	0		
碘曲仑	0		
钆布醇	0		
硫喷妥钠	0		
美索比妥	0		
扑米酮	0		
异戊巴比妥	0		
艾司唑仑	0		
奥沙西泮	0		
奥沙唑仑	0		
度氟西泮	0		
氟地西泮	0		
氟地唑仑	0		
氟托西泮	0		
氟西泮	0		
氟硝西泮	0		
哈拉西泮	0		
夸西泮	0		
劳拉西泮	0		
卤沙唑仑	0		
氯巴占	0		
氯噁唑仑	0		
氯氟卓乙酯	0		
氯普唑仑	0		
氯硝西泮	0		
氯卓酸钾	0		
美沙唑仑	0		
米达唑仑	0		
去甲西泮	0		
三唑仑	0		
替马西泮	0		
硝西泮	0		
溴替唑仑	0		
溴西泮	0		
依替唑仑	0		
奥氮平	0		
洛沙平	0		
氯噻平	0		
莫沙帕明	0		
佐替平	0		
丙氯拉嗪	0		
硫利达嗪	0		
美索达嗪	0		
三氟拉嗪	0		
三氟拉嗪	0		
乙酰丙嗪	0		
艾司佐匹克隆	0		
唑吡坦	0		
丁螺环酮	0		
天麻素	0		
福尔可定	0		
可待因	0		
甘草	0		
远志	0		
奥昔拉定	0		
苯丙哌林	0		
苯佐那酯	0		
布他米酯	0		
地布酸钠	0		
地美索酯	0		
二氧丙嗪	0		
福米诺苯	0		
氯苯达诺	0		
氯哌斯汀	0		
那可丁	0		
喷托维林	0		
普罗吗酯	0		
普诺地嗪	0		
齐培丙醇	0		
羟蒂巴酚	0		
替培啶	0		
依普拉酮	0		
异米尼尔	0		
左丙氧芬	0		
左羟丙哌嗪	0		
奈福泮	0		
丁丙诺啡	0		
二氢埃托啡	0		
吗啡	0		
羟考酮	0		
阿芬太尼	0		
芬太尼	0		
瑞芬太尼	0		
苏芬太尼	0		
阿法罗定	0		
布桂嗪	0		
布托啡诺	0		
地佐辛	0		
杜冷丁	0		
富马酸异丙吡仑	0		
高乌甲素	0		
美沙酮	0		
喷他佐辛	0		
四氢帕马丁	0		
右丙氧芬	0		
阿扎司琼	0		
昂丹司琼	0		
地芬尼多	0		
格拉司琼	0		
托烷司琼	0		
蒙脱石	0		
地芬诺酯	0		
洛哌丁胺	0		
奥曲肽	0		
生长抑素	0		
甲基多巴	0		
α二氢麦角隐亭	0		
甲麦角林	0		
卡麦角林	0		
喹高利特	0		
利舒脲	0		
培高利特	0		
溴隐亭	0		
罗匹尼罗	0		
乙哌立松	0		
贝美格	0		
甲氯芬酯	0		
咖啡因	0		
洛贝林	0		
莫达非尼	0		
戊四氮	0		
右美沙芬	0		
多奈哌齐	0		
稀盐酸	0		
多酶片	0		
慷彼申	0		
胃蛋白酶	0		
胰酶	0		
催产素	0		
甲麦角新碱	0		
麦角新碱	0		
吉美前列素	0		
卡前列甲酯	0		
米索前列醇	0		
米非司酮	0		
天花粉	0		
依沙吖啶	0		
芫花萜	0		
烯丙雌醇	0		
阿托西班	0		
利托君	0		
特布他林	0		
依达拉奉	0		
倍他司汀	0		
依美斯汀	0		
尼扎替定	0		
组胺	0		
丁胺卡那	0		
新霉素	0		
甲丙氨酯	0		
精氨酸	0		
羧甲司坦	0		
双氯西林	0		
阿魏酸	0		
垂体后叶激素	0		
生长激素	0		
苯甲酸雌二醇	0		
雌二醇	0		
雌酮	0		
环戊丙酸雌二醇	0		
己烯雌酚	0		
氯烯雌醚	0		
尼尔雌醇	0		
普鲁雌醚	0		
炔雌醇	0		
炔雌醚	0		
戊酸雌二醇	0		
乙烷雌酚	0		
已烯雌酚	0		
普罗瑞林	0		
丙氨瑞林	0		
布舍瑞林	0		
戈那瑞林	0		
戈舍瑞林	0		
亮丙瑞林	0		
那法瑞林	0		
尿促性素	0		
曲普瑞林	0		
绒促性素	0		
琥乙红霉素	0		
环酯红霉素	0		
交沙霉素	0		
环轮宁	0		
糜蛋白酶	0		
卡比多巴	0		
左旋多巴	0		
贝诺酯	0		
苯丙氨酯	0		
苄达明	0		
丁苯羟酸	0		
豆腐果苷	0		
芬布芬	0		
夫洛非宁	0		
桂美辛	0		
环氯茚酸	0		
甲苯酰吡咯乙酸	0		
来氟米特	0		
硫辛酸	0		
普拉洛芬	0		
青藤碱	0		
双醋瑞因	0		
水杨酸二乙胺	0		
酮咯酸	0		
酮咯酸氨丁三醇	0		
托美丁	0		
卫矛醇	0		
依匹唑	0		
依托度酸	0		
乙水杨胺	0		
乙氧苯柳胺	0		
吲哚布芬	0		
奥沙拉秦	0		
巴柳氮钠	0		
柳氮磺吡啶	0		
美沙拉秦	0		
贝诺酯	0		
非那西丁	0		
安乃近	0		
氨基比林	0		
保泰松	0		
非普拉宗	0		
羟布宗	0		
羟基布他酮	0		
异丙安替比林	0		
阿明洛芬	0		
奥沙普秦	0		
布洛芬	0		
非诺洛芬	0		
芬不芬	0		
氟比洛芬	0		
卡洛芬	0		
洛索洛芬	0		
萘普生	0		
噻洛芬酸	0		
酮洛芬	0		
右布洛芬	0		
氟芬那酸	0		
甲芬那酸	0		
甲氯芬那酸	0		
氯芬那酸	0		
萘丁美酮	0		
尼美舒利	0		
二氟尼柳	0		
胍西替柳	0		
卡巴匹林	0		
双水杨酯	0		
水杨酸镁	0		
水杨酸咪唑	0		
吡罗昔康	0		
氯诺昔康	0		
美洛昔康	0		
帕瑞昔布	0		
塞来昔布	0		
替诺昔康	0		
依托考昔	0		
阿西美辛	0		
醋氯芬酸	0		
舒林酸	0		
双氯芬酸	0		
依托芬那酯	0		
吲哚美辛	0		
泛癸利酮	0		
红曲	0		
葡萄糖酸钙	0		
高血糖素	0		
沙利度胺	0		
已酮可可碱	0		
促黄体激素	0		
降钙素	0		
促皮质素	0		
促甲状腺素	0		
碘塞罗宁	0		
甲状腺片	0		
左甲状腺素	0		
氯倍他索	0		
苯丙酸诺龙	0		
苯乙酸睾酮	0		
丙酸睾酮	0		
醋酸氯司替勃	0		
达那唑	0		
睾酮	0		
庚酸睾酮	0		
癸酸南诺龙	0		
甲睾酮	0		
美雄诺龙	0		
美雄酮	0		
羟甲烯龙	0		
十一酸睾酮	0		
司坦唑醇	0		
去氧皮质酮	0		
环丙孕酮	0		
黄体酮	0		
诺美孕酮	0		
普美孕酮	0		
屈螺酮	0		
炔孕酮	0		
双氢奎尼丁	0		
磷脂酰胆碱	0		
伪麻黄碱	0		
三硅酸镁	0		
氯米芬	0		
普拉睾酮	0		
替勃龙	0		
地诺前列酮	0		
拉坦前列素	0		
呋布西林	0		
血塞通	0		
氟康唑	0		
眼镜蛇毒	0		
美替拉酮	0		
多烯酸乙酯	0		
红细胞生成素	0		
利钠肽	0		
人干扰素	0		
神经生长因子	0		
细辛脑	0		
三氯福司	0		
美他环素	0		
二磷酸果糖	0		
果糖	0		
法莫替丁	0		
拉呋替丁	0		
雷尼替丁	0		
罗沙替丁	0		
头孢地尼	0		
头孢甲肟	0		
头孢甲肟	0		
头孢克肟	0		
头孢匹罗	0		
头孢噻吩	0		
头孢他美	0		
头孢替唑	0		
头孢妥仑匹	0		
依米丁	0		
VitC	0		
VitE	0		
VitA	0		
VitD	0		
阿法骨化醇	0		
倍他胡萝卜素	0		
骨化三醇	0		
双氢速甾醇	0		
VitB12	0		
甲钴胺	0		
腺苷钴胺	0		
VitB1	0		
VitB2	0		
泛酸钙	0		
呋喃硫胺	0		
生物素	0		
VitB6	0		
维生素E烟酸酯	0		
烟酸	0		
烟酸肌醇酯	0		
烟酰胺	0		
叶酸	0		
核黄素	0		
善存	0		
溴化胺	0		
溴化钾	0		
溴化钠	0		
尼古丁	0		
肺炎球菌疫苗	0		
肝炎疫苗	0		
狂犬病疫苗	0		
流感疫苗	0		
脑膜炎疫苗	0		
牛痘疫苗	0		
伤寒疫苗	0		
乙脑疫苗	0		
木糖醇	0		
儿泻康	0		
大黄	0		
3乙乌头碱	0		
阿达木单抗	0		
阿立哌唑	0		
阿莫地喹	0		
阿莫沙平	0		
阿普唑仑	0		
阿奇利特	0		
阿糖苷酶	0		
艾司西酞普兰	0		
安非他酮	0		
氨	0		
氨酚氢可酮	0		
氨基葡萄糖	0		
氨基葡萄糖	0		
氨糖美辛	0		
奥苯达唑	0		
奥克太尔	0		
奥拉西坦	0		
奥西那林	0		
奥昔嘌醇	0		
班布特罗	0		
半琥珀酸布酰胺	0		
薄荷	0		
贝克拉胺	0		
苯佐他明	0		
吡贝地尔	0		
吡硫翁锌	0		
吡美诺	0		
吡诺克辛	0		
丙吡胺	0		
玻璃酸酶	0		
玻璃酸钠	0		
超氧化物歧化酶	0		
醋柳黄酮	0		
地拉卓	0		
递法明	0		
丁苯酞	0		
丁夫罗林	0		
丁溴比妥	0		
对氨基水杨酸钠	0		
多非利特	0		
恩卡尼	0		
恩他卡朋	0		
二硫化硒	0		
二氯尼特	0		
二氧化碳	0		
伐地那非	0		
泛喹酮	0		
非布索坦	0		
非尔氨酯	0		
芬氟拉明	0		
夫罗曲坦	0		
呋喃嘧酮	0		
氟伏沙明	0		
复合磷酸酯酶	0		
甘氨双唑钠	0		
谷维素	0		
贯叶连翘	0		
荷包牡丹碱	0		
环苯丙胺	0		
环磷腺苷	0		
环戊硫酮	0		
黄酮哌酯	0		
肌氨肽苷	0		
加贝酯	0		
甲喹酮	0		
甲氧沙林	0		
胶原酶	0		
聚肌胞	0		
聚乙二醇	0		
咖啡因	0		
卡巴胂	0		
卡波罗孟	0		
可可碱	0		
克罗米通	0		
苦参碱	0		
奎宁	0		
辣椒碱	0		
雷沙吉兰	0		
利扎曲普坦	0		
链道酶	0		
两性霉素B	0		
硫氯酚	0		
罗替高汀	0		
罗通定	0		
氯氟沙明	0		
氯化甲硫氨基酸	0		
氯卡尼	0		
氯美噻唑	0		
麦角胺	0		
美帕曲星	0		
美西麦角	0		
糜木瓜酶	0		
糜胰蛋白酶	0		
米格列奈	0		
米塔扎平	0		
密环菌	0		
奈西立肽	0		
萘法唑酮	0		
脑蛋白水解物	0		
脑蛋白水解物	0		
诺米芬新	0		
帕罗西汀	0		
哌苯甲醇	0		
哌泊噻嗪	0		
喷他脒	0		
匹米诺定	0		
平痛新	0		
葡萄糖酸锑钠	0		
普拉克索	0		
普罗吩胺	0		
齐考诺肽	0		
千金藤啶碱	0		
青阳参总甙	0		
秋水仙碱	0		
曲美他嗪	0		
曲美托嗪	0		
去甲斑蝥素	0		
噻苯唑	0		
噻加宾	0		
三磷腺苷	0		
双碘喹啉	0		
双肼屈嗪	0		
双链酶	0		
水合氯醛	0		
索利那新	0		
他替瑞林	0		
特非那丁	0		
托洛沙酮	0		
托特罗定	0		
文法拉辛	0		
文拉法辛	0		
乌洛托品	0		
西苯唑啉	0		
西马嗪	0		
西司他丁	0		
香草醛	0		
硝喹	0		
硝硫氰胺	0		
硝唑尼特	0		
溴苄胺	0		
血管舒缓素	0		
氧	0		
一氟磷酸谷氨酰胺	0		
伊布利特	0		
伊来西胺	0		
依卡倍特	0		
依替氟嗪	0		
胰蛋白酶	0		
乙酰卡尼	0		
乙酰胂胺	0		
异丙吡仑	0		
异卡波肼	0		
异维A酸	0		
抑肽酶	0		
抑肽酶	0		
右泛醇	0		
樟脑	0		
重组人血管内皮抑制素	0		
碘酒	0		
新洁尔灭	0		
阿司匹林	0		
